,PROVINCIA_CODIGO,PROVINCIA_NOMBRE,CANTON_CODIGO,CANTON_NOMBRE,PARROQUIA_CODIGO,PARROQUIA_NOMBRE,PARROQUIA_ESTADO
890,16.0,PASTAZA,680.0,PASTAZA,3195.0,RIO TIGRE,RURAL
891,16.0,PASTAZA,680.0,PASTAZA,3785.0,ZARAYACU,RURAL
892,16.0,PASTAZA,680.0,PASTAZA,3985.0,TARQUI,RURAL
893,16.0,PASTAZA,680.0,PASTAZA,4005.0,TNTE. HUGO ORTIZ,RURAL
894,16.0,PASTAZA,680.0,PASTAZA,4205.0,VERACRUZ,RURAL
895,16.0,PASTAZA,680.0,PASTAZA,4510.0,SIMON BOLIVAR,RURAL
896,16.0,PASTAZA,680.0,PASTAZA,5825.0,PUYO,URBANA
897,16.0,PASTAZA,685.0,MERA,2310.0,MADRE TIERRA,RURAL
898,16.0,PASTAZA,685.0,MERA,3840.0,SHELL,RURAL
899,16.0,PASTAZA,685.0,MERA,5650.0,MERA,URBANA
900,16.0,PASTAZA,880.0,SANTA CLARA,6395.0,SANTA CLARA,URBANA
901,16.0,PASTAZA,881.0,ARAJUNO,735.0,CURARAY,RURAL
902,16.0,PASTAZA,881.0,ARAJUNO,6705.0,ARAJUNO,URBANA
903,17.0,PICHINCHA,60.0,QUITO,30.0,ALANGASI,RURAL
904,17.0,PICHINCHA,60.0,QUITO,80.0,AMAGUANA,RURAL
905,17.0,PICHINCHA,60.0,QUITO,195.0,ATAHUALPA/HABASPAM,RURAL
906,17.0,PICHINCHA,60.0,QUITO,430.0,CALACALI,RURAL
907,17.0,PICHINCHA,60.0,QUITO,440.0,CALDERON,RURAL
908,17.0,PICHINCHA,60.0,QUITO,625.0,CONOCOTO,RURAL
909,17.0,PICHINCHA,60.0,QUITO,725.0,CUMBAYA,RURAL
910,17.0,PICHINCHA,60.0,QUITO,855.0,CHAVEZPAMBA,RURAL
911,17.0,PICHINCHA,60.0,QUITO,865.0,CHECA,RURAL
912,17.0,PICHINCHA,60.0,QUITO,1400.0,GUALEA,RURAL
913,17.0,PICHINCHA,60.0,QUITO,1440.0,GUANGOPOLO,RURAL
914,17.0,PICHINCHA,60.0,QUITO,1475.0,GUAYLLABAMBA,RURAL
915,17.0,PICHINCHA,60.0,QUITO,2055.0,LA MERCED,RURAL
916,17.0,PICHINCHA,60.0,QUITO,2265.0,LLANO CHICO,RURAL
917,17.0,PICHINCHA,60.0,QUITO,2275.0,LLOA,RURAL
918,17.0,PICHINCHA,60.0,QUITO,2525.0,NANEGAL,RURAL
919,17.0,PICHINCHA,60.0,QUITO,2530.0,NANEGALITO,RURAL
920,17.0,PICHINCHA,60.0,QUITO,2540.0,NAYON,RURAL
921,17.0,PICHINCHA,60.0,QUITO,2560.0,NONO,RURAL
922,17.0,PICHINCHA,60.0,QUITO,2690.0,PACTO,RURAL
923,17.0,PICHINCHA,60.0,QUITO,2825.0,PERUCHO,RURAL
924,17.0,PICHINCHA,60.0,QUITO,2855.0,PIFO,RURAL
925,17.0,PICHINCHA,60.0,QUITO,2895.0,PINTAG,RURAL
926,17.0,PICHINCHA,60.0,QUITO,2925.0,POMASQUI,RURAL
927,17.0,PICHINCHA,60.0,QUITO,2980.0,PUELLARO,RURAL
928,17.0,PICHINCHA,60.0,QUITO,2985.0,PUEMBO,RURAL
929,17.0,PICHINCHA,60.0,QUITO,3100.0,QUINCHE,RURAL
930,17.0,PICHINCHA,60.0,QUITO,3325.0,SAN ANTONIO,RURAL
931,17.0,PICHINCHA,60.0,QUITO,3475.0,SAN JOSE DE MINAS,RURAL
932,17.0,PICHINCHA,60.0,QUITO,3925.0,TABABELA,RURAL
933,17.0,PICHINCHA,60.0,QUITO,4085.0,TUMBACO,RURAL
934,17.0,PICHINCHA,60.0,QUITO,4290.0,YARUQUI,RURAL
935,17.0,PICHINCHA,60.0,QUITO,4325.0,ZAMBIZA,RURAL
936,17.0,PICHINCHA,60.0,QUITO,5015.0,ALFARO,URBANA
937,17.0,PICHINCHA,60.0,QUITO,5110.0,BENALCAZAR,URBANA
938,17.0,PICHINCHA,60.0,QUITO,5220.0,COTOCOLLAO,URBANA
939,17.0,PICHINCHA,60.0,QUITO,5235.0,CHAUPICRUZ,URBANA
940,17.0,PICHINCHA,60.0,QUITO,5260.0,CHILLOGALLO,URBANA
941,17.0,PICHINCHA,60.0,QUITO,5325.0,EL SALVADOR,URBANA
942,17.0,PICHINCHA,60.0,QUITO,5410.0,GONZALEZ SUAREZ,URBANA
943,17.0,PICHINCHA,60.0,QUITO,5435.0,GUAPULO,URBANA
944,17.0,PICHINCHA,60.0,QUITO,5530.0,LA FLORESTA,URBANA
945,17.0,PICHINCHA,60.0,QUITO,5535.0,LA LIBERTAD,URBANA
946,17.0,PICHINCHA,60.0,QUITO,5540.0,LA MAGDALENA,URBANA
947,17.0,PICHINCHA,60.0,QUITO,5575.0,LA VICENTINA,URBANA
948,17.0,PICHINCHA,60.0,QUITO,5935.0,SAN BLAS,URBANA
949,17.0,PICHINCHA,60.0,QUITO,5985.0,SAN MARCOS,URBANA
950,17.0,PICHINCHA,60.0,QUITO,6005.0,SAN ROQUE,URBANA
951,17.0,PICHINCHA,60.0,QUITO,6020.0,SAN SEBASTIAN,URBANA
952,17.0,PICHINCHA,60.0,QUITO,6035.0,SANTA BARBARA,URBANA
953,17.0,PICHINCHA,60.0,QUITO,6050.0,SANTA PRISCA,URBANA
954,17.0,PICHINCHA,60.0,QUITO,6240.0,VILLA FLORA,URBANA
955,17.0,PICHINCHA,65.0,CAYAMBE,165.0,ASCAZUBI,RURAL
956,17.0,PICHINCHA,65.0,CAYAMBE,480.0,CANGAHUA,RURAL
957,17.0,PICHINCHA,65.0,CAYAMBE,2600.0,OLMEDO/PESILLO,RURAL
958,17.0,PICHINCHA,65.0,CAYAMBE,2635.0,OTON,RURAL
959,17.0,PICHINCHA,65.0,CAYAMBE,3735.0,STA.ROSA DE CUSUB.,RURAL
960,17.0,PICHINCHA,65.0,CAYAMBE,5060.0,AYORA,URBANA
961,17.0,PICHINCHA,65.0,CAYAMBE,5190.0,CAYAMBE,URBANA
962,17.0,PICHINCHA,65.0,CAYAMBE,5495.0,JUAN MONTALVO,URBANA
963,17.0,PICHINCHA,70.0,MEJIA,55.0,ALOAG,RURAL
964,17.0,PICHINCHA,70.0,MEJIA,60.0,ALOASI,RURAL
965,17.0,PICHINCHA,70.0,MEJIA,650.0,CORNEJO A./TANDAPI,RURAL
966,17.0,PICHINCHA,70.0,MEJIA,755.0,CUTUGLAGUA,RURAL
967,17.0,PICHINCHA,70.0,MEJIA,850.0,CHAUPI,RURAL
968,17.0,PICHINCHA,70.0,MEJIA,3960.0,TAMBILLO,RURAL
969,17.0,PICHINCHA,70.0,MEJIA,4155.0,UYUMBICHO,RURAL
970,17.0,PICHINCHA,70.0,MEJIA,5620.0,MACHACHI,URBANA
971,17.0,PICHINCHA,75.0,PEDRO MONCAYO,2025.0,LA ESPERANZA,RURAL
972,17.0,PICHINCHA,75.0,PEDRO MONCAYO,2330.0,MALCHINGUI,RURAL
973,17.0,PICHINCHA,75.0,PEDRO MONCAYO,4045.0,TOCACHI,RURAL
974,17.0,PICHINCHA,75.0,PEDRO MONCAYO,4090.0,TUPIGACHI,RURAL
975,17.0,PICHINCHA,75.0,PEDRO MONCAYO,6145.0,TABACUNDO,URBANA
976,17.0,PICHINCHA,80.0,RUMINAHUI,680.0,COTOGCHOA,RURAL
977,17.0,PICHINCHA,80.0,RUMINAHUI,3230.0,RUMIPAMBA,RURAL
978,17.0,PICHINCHA,80.0,RUMINAHUI,5965.0,SANGOLQUI,URBANA
979,17.0,PICHINCHA,80.0,RUMINAHUI,6600.0,SAN RAFAEL,URBANA
980,17.0,PICHINCHA,80.0,RUMINAHUI,6605.0,SAN PEDRO DE TABOA,URBANA
981,17.0,PICHINCHA,85.0,SANTO DOMINGO,75.0,ALLURIQUIN,RURAL
982,17.0,PICHINCHA,85.0,SANTO DOMINGO,305.0,VALLE HERMOSO,RURAL
983,17.0,PICHINCHA,85.0,SANTO DOMINGO,1755.0,LUZ DE AMERICA,RURAL
984,17.0,PICHINCHA,85.0,SANTO DOMINGO,1970.0,SAN JACINTO DEL BUA,RURAL
985,17.0,PICHINCHA,85.0,SANTO DOMINGO,4440.0,PUERTO LIMON,RURAL
986,17.0,PICHINCHA,85.0,SANTO DOMINGO,5730.0,ABRAHAM CALAZACON,URBANA
987,17.0,PICHINCHA,85.0,SANTO DOMINGO,5860.0,BOMBOLI,URBANA
988,17.0,PICHINCHA,85.0,SANTO DOMINGO,5865.0,RIO VERDE,URBANA
989,17.0,PICHINCHA,85.0,SANTO DOMINGO,5870.0,RIO TOACHI,URBANA
990,17.0,PICHINCHA,85.0,SANTO DOMINGO,6065.0,S.DOMINGO DE LOS C,URBANA
991,17.0,PICHINCHA,85.0,SANTO DOMINGO,6175.0,CHIGUILPE,URBANA
992,17.0,PICHINCHA,85.0,SANTO DOMINGO,6180.0,ZARACAY,URBANA
993,17.0,PICHINCHA,770.0,SAN MIGUEL DE LOS BANCOS,2410.0,MINDO,RURAL
994,17.0,PICHINCHA,770.0,SAN MIGUEL DE LOS BANCOS,6350.0,S.MIGUEL DE LOS BA,URBANA
995,17.0,PICHINCHA,895.0,PEDRO VICENTE MALDONADO,6415.0,PEDRO VICENTE MALD,URBANA
996,17.0,PICHINCHA,896.0,PUERTO QUITO,6125.0,PUERTO QUITO,URBANA
997,18.0,TUNGURAHUA,90.0,TISALEO,1375.0,QUINCHICOTO,RURAL
998,18.0,TUNGURAHUA,90.0,TISALEO,5515.0,TISALEO,URBANA
999,18.0,TUNGURAHUA,135.0,AMBATO,95.0,AMBATILLO,RURAL
1000,18.0,TUNGURAHUA,135.0,AMBATO,190.0,ATAHUALPA/CHIPZALA,RURAL
1001,18.0,TUNGURAHUA,135.0,AMBATO,210.0,AUGUSTO N MARTINEZ,RURAL
1002,18.0,TUNGURAHUA,135.0,AMBATO,635.0,CONSTANTINO FERNANDEZ,RURAL
1003,18.0,TUNGURAHUA,135.0,AMBATO,800.0,CUNCHIBAMBA,RURAL
1004,18.0,TUNGURAHUA,135.0,AMBATO,810.0,UNAMUNCHO,RURAL
1005,18.0,TUNGURAHUA,135.0,AMBATO,1625.0,HUACHI GRANDE,RURAL
1006,18.0,TUNGURAHUA,135.0,AMBATO,1745.0,IZAMBA,RURAL
1007,18.0,TUNGURAHUA,135.0,AMBATO,1860.0,JUAN BENIGNO VELA,RURAL
1008,18.0,TUNGURAHUA,135.0,AMBATO,2435.0,MONTALVO,RURAL
1009,18.0,TUNGURAHUA,135.0,AMBATO,2775.0,PASA,RURAL
1010,18.0,TUNGURAHUA,135.0,AMBATO,2830.0,PICAIHUA,RURAL
1011,18.0,TUNGURAHUA,135.0,AMBATO,2860.0,PILAHUIN,RURAL
1012,18.0,TUNGURAHUA,135.0,AMBATO,3120.0,QUISAPINCHA,RURAL
1013,18.0,TUNGURAHUA,135.0,AMBATO,3355.0,SAN BARTOLOME,RURAL
1014,18.0,TUNGURAHUA,135.0,AMBATO,3380.0,SAN FERNANDO,RURAL
1015,18.0,TUNGURAHUA,135.0,AMBATO,3730.0,SANTA ROSA,RURAL
1016,18.0,TUNGURAHUA,135.0,AMBATO,4065.0,TOTORAS,RURAL
1017,18.0,TUNGURAHUA,135.0,AMBATO,5045.0,ATOCHA FICOA,URBANA
1018,18.0,TUNGURAHUA,135.0,AMBATO,5230.0,CELIANO MONGE,URBANA
1019,18.0,TUNGURAHUA,135.0,AMBATO,5445.0,HUACHI LORETO,URBANA
1020,18.0,TUNGURAHUA,135.0,AMBATO,5455.0,HUACHI CHICO,URBANA
1021,18.0,TUNGURAHUA,135.0,AMBATO,5545.0,LA MATRIZ,URBANA
1022,18.0,TUNGURAHUA,135.0,AMBATO,5560.0,LA MERCED,URBANA
1023,18.0,TUNGURAHUA,135.0,AMBATO,5605.0,LA PENINSULA,URBANA
1024,18.0,TUNGURAHUA,135.0,AMBATO,5840.0,PISHILATA,URBANA
1025,18.0,TUNGURAHUA,135.0,AMBATO,5945.0,SAN FRANCISCO,URBANA
1026,18.0,TUNGURAHUA,140.0,PELILEO,335.0,BENITEZ/PACHANLICA,RURAL
1027,18.0,TUNGURAHUA,140.0,PELILEO,365.0,BOLIVAR,RURAL
1028,18.0,TUNGURAHUA,140.0,PELILEO,675.0,COTALO,RURAL
1029,18.0,TUNGURAHUA,140.0,PELILEO,900.0,CHIQUICHA,RURAL
1030,18.0,TUNGURAHUA,140.0,PELILEO,1185.0,EL ROSARIO/RUMICHA,RURAL
1031,18.0,TUNGURAHUA,140.0,PELILEO,1320.0,GARCIA MORENO,RURAL
1032,18.0,TUNGURAHUA,140.0,PELILEO,1630.0,HUAMBALO,RURAL
1033,18.0,TUNGURAHUA,140.0,PELILEO,3905.0,SALASACA,RURAL
1034,18.0,TUNGURAHUA,140.0,PELILEO,5780.0,PELILEO,URBANA
1035,18.0,TUNGURAHUA,140.0,PELILEO,5900.0,PELILEO GRA/R.MINO,URBANA
1036,18.0,TUNGURAHUA,145.0,PILLARO,295.0,BAQUERIZO MORENO,RURAL
1037,18.0,TUNGURAHUA,145.0,PILLARO,1210.0,EMILIO MARIA TERAN,RURAL
1038,18.0,TUNGURAHUA,145.0,PILLARO,2375.0,MARCOS ESPINEL,RURAL
1039,18.0,TUNGURAHUA,145.0,PILLARO,2945.0,PRESIDENTE URBINA,RURAL
1040,18.0,TUNGURAHUA,145.0,PILLARO,3300.0,SAN ANDRES,RURAL
1041,18.0,TUNGURAHUA,145.0,PILLARO,3485.0,SAN JOSE DE POALO,RURAL
1042,18.0,TUNGURAHUA,145.0,PILLARO,3585.0,SAN MIGUELITO,RURAL
1043,18.0,TUNGURAHUA,145.0,PILLARO,5225.0,CUIDAD NUEVA,URBANA
1044,18.0,TUNGURAHUA,145.0,PILLARO,5785.0,PILLARO,URBANA
1045,18.0,TUNGURAHUA,150.0,BANOS,2270.0,LLIGUA,RURAL
1046,18.0,TUNGURAHUA,150.0,BANOS,3190.0,RIO NEGRO,RURAL
1047,18.0,TUNGURAHUA,150.0,BANOS,3200.0,RIO VERDE,RURAL
1048,18.0,TUNGURAHUA,150.0,BANOS,4135.0,ULBA,RURAL
1049,18.0,TUNGURAHUA,150.0,BANOS,5105.0,BANOS,URBANA
1050,18.0,TUNGURAHUA,155.0,PATATE,2210.0,LOS ANDES,RURAL
1051,18.0,TUNGURAHUA,155.0,PATATE,3885.0,SUCRE,RURAL
1052,18.0,TUNGURAHUA,155.0,PATATE,4110.0,EL TRIUNFO,RURAL
1053,18.0,TUNGURAHUA,155.0,PATATE,5830.0,PATATE,URBANA
1054,18.0,TUNGURAHUA,160.0,QUERO,4310.0,YANAYACU MOCHAPATA,RURAL
1055,18.0,TUNGURAHUA,160.0,QUERO,4550.0,RUMIPAMBA,RURAL
1056,18.0,TUNGURAHUA,160.0,QUERO,5835.0,QUERO,URBANA
1057,18.0,TUNGURAHUA,845.0,CEVALLOS,6555.0,CEVALLOS,URBANA
1058,18.0,TUNGURAHUA,850.0,MOCHA,4555.0,PINGUILI,RURAL
1059,18.0,TUNGURAHUA,850.0,MOCHA,6560.0,MOCHA,URBANA
1060,19.0,ZAMORA CHINCHIPE,130.0,NANGARITZA,1675.0,ZURMI,RURAL
1061,19.0,ZAMORA CHINCHIPE,130.0,NANGARITZA,5520.0,GUAYZIMI,URBANA
1062,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,720.0,CUMBARATZA,RURAL
1063,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,1390.0,GUADALUPE,RURAL
1064,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,1770.0,SAN CARLOS DE LAS MINAS,RURAL
1065,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,2155.0,LA VICTORIA DE IMBANA,RURAL
1066,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,3260.0,SABANILLA,RURAL
1067,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,4010.0,TIMBARA,RURAL
1068,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,6305.0,ZAMORA,URBANA
1069,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,6840.0,LIMON,URBANA
1070,19.0,ZAMORA CHINCHIPE,660.0,CHINCHIPE,915.0,CHITO,RURAL
1071,19.0,ZAMORA CHINCHIPE,660.0,CHINCHIPE,1145.0,EL CHORRO,RURAL
1072,19.0,ZAMORA CHINCHIPE,660.0,CHINCHIPE,2015.0,LA CHONTA,RURAL
1073,19.0,ZAMORA CHINCHIPE,660.0,CHINCHIPE,2955.0,PUCAPAMBA,RURAL
1074,19.0,ZAMORA CHINCHIPE,660.0,CHINCHIPE,6315.0,ZUMBA,URBANA
1075,19.0,ZAMORA CHINCHIPE,661.0,PALANDA,1240.0,EL PORVENIR DEL CA,RURAL
1076,19.0,ZAMORA CHINCHIPE,661.0,PALANDA,4195.0,VALLADOLID,RURAL
1077,19.0,ZAMORA CHINCHIPE,661.0,PALANDA,4505.0,SN FCO DEL VERGEL,RURAL
1078,19.0,ZAMORA CHINCHIPE,661.0,PALANDA,6740.0,PALANDA,URBANA
1079,19.0,ZAMORA CHINCHIPE,665.0,YACUAMBI,2070.0,LA PAZ,RURAL
1080,19.0,ZAMORA CHINCHIPE,665.0,YACUAMBI,4105.0,TUTUPALI,RURAL
1081,19.0,ZAMORA CHINCHIPE,665.0,YACUAMBI,6215.0,28 DE MAYO,URBANA
1082,19.0,ZAMORA CHINCHIPE,670.0,YANZATZA,985.0,CHICANA,RURAL
1083,19.0,ZAMORA CHINCHIPE,670.0,YANZATZA,2240.0,LOS ENCUENTROS,RURAL
1084,19.0,ZAMORA CHINCHIPE,670.0,YANZATZA,6295.0,YANZATZA,URBANA
1085,19.0,ZAMORA CHINCHIPE,775.0,EL PANGUI,665.0,EL GUISMI,RURAL
1086,19.0,ZAMORA CHINCHIPE,775.0,EL PANGUI,945.0,TUNDAYME,RURAL
1087,19.0,ZAMORA CHINCHIPE,775.0,EL PANGUI,1015.0,PACHICUTZA,RURAL
1088,19.0,ZAMORA CHINCHIPE,775.0,EL PANGUI,6355.0,EL PANGUI,URBANA
1089,19.0,ZAMORA CHINCHIPE,980.0,CENTINELA DEL CONDOR,1990.0,PAQUISHA,RURAL
1090,19.0,ZAMORA CHINCHIPE,980.0,CENTINELA DEL CONDOR,6625.0,ZUMBI,URBANA
1091,20.0,GALAPAGOS,800.0,SAN CRISTOBAL,1220.0,EL PROGRESO,RURAL
1092,20.0,GALAPAGOS,800.0,SAN CRISTOBAL,4415.0,ISLA SANTA MARIA,RURAL
1093,20.0,GALAPAGOS,800.0,SAN CRISTOBAL,6510.0,PUERTO BAQUERIZO M,URBANA
1094,20.0,GALAPAGOS,805.0,SANTA CRUZ,235.0,BELLAVISTA,RURAL
1095,20.0,GALAPAGOS,805.0,SANTA CRUZ,1985.0,SANTA ROSA,RURAL
1096,20.0,GALAPAGOS,805.0,SANTA CRUZ,6505.0,PUERTO AYORA,URBANA
1097,20.0,GALAPAGOS,810.0,ISABELA,4165.0,TOMAS DE BERLANGA,RURAL
1098,20.0,GALAPAGOS,810.0,ISABELA,6515.0,PUERTO VILLAMIL,URBANA
1099,21.0,SUCUMBIOS,625.0,LAGO AGRIO,1045.0,DURENO,RURAL
1100,21.0,SUCUMBIOS,625.0,LAGO AGRIO,1285.0,EL ENO,RURAL
1101,21.0,SUCUMBIOS,625.0,LAGO AGRIO,1290.0,PACAYACU,RURAL
1102,21.0,SUCUMBIOS,625.0,LAGO AGRIO,1330.0,GENERAL FARFAN,RURAL
1103,21.0,SUCUMBIOS,625.0,LAGO AGRIO,1790.0,SANTA CECILIA,RURAL
1104,21.0,SUCUMBIOS,625.0,LAGO AGRIO,1795.0,JAMBELI,RURAL
1105,21.0,SUCUMBIOS,625.0,LAGO AGRIO,5710.0,NUEVA LOJA,URBANA
1106,21.0,SUCUMBIOS,626.0,CUYABENO,760.0,CUYABENO,RURAL
1107,21.0,SUCUMBIOS,626.0,CUYABENO,1555.0,AGUAS NEGRAS,RURAL
1108,21.0,SUCUMBIOS,626.0,CUYABENO,6765.0,TARAPOA,URBANA
1109,21.0,SUCUMBIOS,640.0,SUCUMBIOS,1170.0,EL PLAYON DE SAN F,RURAL
1110,21.0,SUCUMBIOS,640.0,SUCUMBIOS,2095.0,LA SOFIA,RURAL
1111,21.0,SUCUMBIOS,640.0,SUCUMBIOS,3220.0,ROSA FLORIDA,RURAL
1112,21.0,SUCUMBIOS,640.0,SUCUMBIOS,3690.0,SANTA BARBARA,RURAL
1113,21.0,SUCUMBIOS,640.0,SUCUMBIOS,5525.0,LA BONITA,URBANA
1114,21.0,SUCUMBIOS,650.0,PUTUMAYO,2720.0,PALMA ROJA,RURAL
1115,21.0,SUCUMBIOS,650.0,PUTUMAYO,3005.0,PUERTO BOLIVAR,RURAL
1116,21.0,SUCUMBIOS,650.0,PUTUMAYO,3020.0,PUERTO RODRIGUEZ,RURAL
1117,21.0,SUCUMBIOS,650.0,PUTUMAYO,3705.0,SANTA ELENA,RURAL
1118,21.0,SUCUMBIOS,650.0,PUTUMAYO,6500.0,EL CARMEN PUTUMAYO,URBANA
1119,21.0,SUCUMBIOS,720.0,SHUSHUFINDI,600.0,SAN PEDRO DE LOS C,RURAL
1120,21.0,SUCUMBIOS,720.0,SHUSHUFINDI,780.0,SIETE DE JULIO,RURAL
1121,21.0,SUCUMBIOS,720.0,SHUSHUFINDI,2175.0,LIMONCOCHA,RURAL
1122,21.0,SUCUMBIOS,720.0,SHUSHUFINDI,2765.0,PANACOCHA,RURAL
1123,21.0,SUCUMBIOS,720.0,SHUSHUFINDI,3645.0,SAN ROQUE,RURAL
1124,21.0,SUCUMBIOS,720.0,SHUSHUFINDI,6140.0,SHUSHUFINDI CENTRA,URBANA
1125,21.0,SUCUMBIOS,745.0,CASCALES,1095.0,SEVILLA,RURAL
1126,21.0,SUCUMBIOS,745.0,CASCALES,3750.0,STA.ROSA DE SUCUMB,RURAL
1127,21.0,SUCUMBIOS,745.0,CASCALES,6325.0,EL DORADO DE CASCA,URBANA
1128,21.0,SUCUMBIOS,865.0,GONZALO PIZARRO,230.0,EL REVENTADOR,RURAL
1129,21.0,SUCUMBIOS,865.0,GONZALO PIZARRO,1090.0,GONZALO PIZARRO,RURAL
1130,21.0,SUCUMBIOS,865.0,GONZALO PIZARRO,3615.0,PUERTO LIBRE,RURAL
1131,21.0,SUCUMBIOS,865.0,GONZALO PIZARRO,6300.0,LUMBAQUI,URBANA
1132,22.0,ORELLANA,630.0,AGUARICO,510.0,CAP.AUGUSTO RIVAD.,RURAL
1133,22.0,ORELLANA,630.0,AGUARICO,630.0,CONONACO,RURAL
1134,22.0,ORELLANA,630.0,AGUARICO,3720.0,STA.MARIA DE HUIR.,RURAL
1135,22.0,ORELLANA,630.0,AGUARICO,4020.0,TIPUTINI,RURAL
1136,22.0,ORELLANA,630.0,AGUARICO,4295.0,YASUNI,RURAL
1137,22.0,ORELLANA,630.0,AGUARICO,5700.0,NUEVO ROCAFUERTE,URBANA
1138,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1235.0,DAYUMA,RURAL
1139,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1245.0,TARACOA,RURAL
1140,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1560.0,EL DORADO,RURAL
1141,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1565.0,INES ARANGO,RURAL
1142,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1580.0,ALEJANDRO LABACA,RURAL
1143,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1590.0,EL EDEN,RURAL
1144,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1810.0,GARCIA MORENO,RURAL
1145,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1820.0,LA BELLEZA,RURAL
1146,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1935.0,SAN LUIS DE ARMENIA,RURAL
1147,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1940.0,NUEVO PARAISO,RURAL
1148,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1945.0,SAN JOSE DE GUAYUSA,RURAL
1149,22.0,ORELLANA,645.0,FCO.DE ORELLANA,1995.0,LABACA,RURAL
1150,22.0,ORELLANA,645.0,FCO.DE ORELLANA,5815.0,PTO.FCO.DE ORELLAN,URBANA
1151,22.0,ORELLANA,725.0,JOYA DE LOS SAGCHAS,415.0,SAN CARLOS,RURAL
1152,22.0,ORELLANA,725.0,JOYA DE LOS SAGCHAS,490.0,ENOKANQUI,RURAL
1153,22.0,ORELLANA,725.0,JOYA DE LOS SAGCHAS,1950.0,RUMIPAMBA,RURAL
1154,22.0,ORELLANA,725.0,JOYA DE LOS SAGCHAS,1955.0,TRES DE NOVIEMBRE,RURAL
1155,22.0,ORELLANA,725.0,JOYA DE LOS SAGCHAS,1960.0,LAGO SAN PEDRO,RURAL
1156,22.0,ORELLANA,725.0,JOYA DE LOS SAGCHAS,1965.0,UNION MILAGRENA,RURAL
1157,22.0,ORELLANA,725.0,JOYA DE LOS SAGCHAS,2930.0,POMPEYA,RURAL
1158,22.0,ORELLANA,725.0,JOYA DE LOS SAGCHAS,3660.0,SAN SEBASTIAN DE C,RURAL
1159,22.0,ORELLANA,725.0,JOYA DE LOS SAGCHAS,6200.0,LA JOYA DE LOS SAC,URBANA
1160,22.0,ORELLANA,935.0,LORETO,215.0,AVILA,RURAL
1161,22.0,ORELLANA,935.0,LORETO,400.0,SAN VICENTE DE HUATICOCHA,RURAL
1162,22.0,ORELLANA,935.0,LORETO,1050.0,PUERTO MURIALDO,RURAL
1163,22.0,ORELLANA,935.0,LORETO,1680.0,SAN JOSE DE DAHUANO,RURAL
1164,22.0,ORELLANA,935.0,LORETO,3480.0,SAN JOSE DE PAYAMINO,RURAL
1165,22.0,ORELLANA,935.0,LORETO,6455.0,LORETO,URBANA
